Customer_ID,Customer_Revenue,Customer_Profit,Purchase_Count,First_Purchase,Last_Purchase,Region,Segment,Repeat_Customer,Customer_Lifespan_Days,Value_Segment,Days_Since_Last_Purchase,Inactive_180d
CUST-00044,84722.06999999999,27560.66,26,2023-02-20,2025-10-05,West,Consumer,True,958,High,83,False
CUST-00045,156961.47,39050.43,39,2023-06-25,2025-11-28,East,Consumer,True,887,High,29,False
CUST-00046,25483.36,6648.22,6,2023-11-16,2025-08-12,South,Corporate,True,635,Low,137,False
CUST-00047,54192.41,12746.4,15,2023-05-25,2025-10-29,West,Home Office,True,888,Mid,59,False
CUST-00048,29951.21,8350.89,10,2023-05-04,2025-08-28,South,Corporate,True,847,Low,121,False
CUST-00049,13561.56,3295.72,4,2024-06-01,2025-07-14,Central,Consumer,True,408,Low,166,False
CUST-00050,6104.59,2197.34,3,2023-11-26,2025-09-07,South,Corporate,True,651,Low,111,False
CUST-00051,153358.28,33535.81,41,2023-05-19,2025-12-14,South,Consumer,True,940,High,13,False
CUST-00052,20821.77,3908.29,5,2023-12-03,2025-05-07,East,Home Office,True,521,Low,234,True
CUST-00053,51108.03,11201.73,10,2023-11-08,2025-07-27,West,Corporate,True,627,Mid,153,False
CUST-00054,104708.54,27149.22,24,2023-11-10,2025-10-01,West,Consumer,True,691,High,87,False
CUST-00055,6902.49,2613.75,4,2024-03-31,2025-06-29,West,Consumer,True,455,Low,181,True
CUST-00056,42741.409999999996,14055.75,10,2023-10-13,2025-07-15,East,Consumer,True,641,Mid,165,False
CUST-00057,104466.99,23895.85,33,2023-05-26,2025-10-12,Central,Home Office,True,870,High,76,False
CUST-00058,44563.87,11499.775,12,2023-05-30,2025-10-23,East,Consumer,True,877,Mid,65,False
CUST-00059,9626.800000000001,1839.69,4,2024-06-30,2025-11-17,Central,Corporate,True,505,Low,40,False
CUST-00060,26926.27,7521.65,3,2024-04-07,2025-06-16,Central,Corporate,True,435,Low,194,True
CUST-00061,151038.6,34929.05,41,2023-02-25,2025-10-08,South,Corporate,True,956,High,80,False
CUST-00062,10178.369999999999,2519.21,6,2024-07-08,2025-09-16,Central,Consumer,True,435,Low,102,False
CUST-00063,55644.84,17109.41,9,2024-05-26,2025-10-16,West,Home Office,True,508,Mid,72,False
CUST-00064,23491.8,6272.950000000001,6,2023-10-08,2025-05-22,South,Consumer,True,592,Low,219,True
CUST-00065,9458.86,2030.79,4,2024-05-19,2025-07-11,West,Corporate,True,418,Low,169,False
CUST-00066,155804.88,43766.44,37,2023-02-18,2025-12-12,West,Corporate,True,1028,High,15,False
CUST-00067,24376.52,8503.300000000001,8,2023-06-22,2025-10-18,South,Corporate,True,849,Low,70,False
CUST-00068,115401.64,30596.285,40,2023-11-15,2025-12-12,West,Home Office,True,758,High,15,False
CUST-00069,462.19,90.62,3,2023-10-09,2025-06-26,East,Consumer,True,626,Low,184,True
CUST-00070,31801.32,8831.369999999999,8,2023-08-06,2025-07-07,West,Consumer,True,701,Mid,173,False
CUST-00071,39133.25,7175.09,16,2023-04-12,2025-11-01,South,Consumer,True,934,Mid,56,False
CUST-00072,57446.33,13647.59,6,2023-04-25,2025-08-07,East,Consumer,True,835,Mid,142,False
CUST-00073,7120.969999999999,2316.46,2,2024-05-18,2025-07-31,West,Consumer,True,439,Low,149,False
CUST-00074,53471.66,8179.05,20,2023-04-07,2025-09-27,East,Consumer,True,904,Mid,91,False
CUST-00075,13845.32,2956.7,11,2023-04-28,2025-11-06,Central,Consumer,True,923,Low,51,False
CUST-00076,27687.12,7651.85,10,2023-06-30,2025-10-02,West,Consumer,True,825,Low,86,False
CUST-00077,82989.51000000001,18048.68,23,2023-04-04,2025-12-06,West,Consumer,True,977,High,21,False
CUST-00078,22487.67,7391.0,6,2023-10-24,2025-06-19,East,Corporate,True,604,Low,191,True
CUST-00079,37579.79,7138.35,7,2023-03-14,2025-06-16,Central,Corporate,True,825,Mid,194,True
CUST-00080,1201.71,288.06,2,2024-07-02,2025-03-16,Central,Consumer,True,257,Low,286,True
CUST-00081,63309.99,14105.51,13,2024-01-09,2025-05-15,South,Consumer,True,492,High,226,True
CUST-00082,14498.47,4110.29,5,2023-11-26,2025-09-02,West,Consumer,True,646,Low,116,False
CUST-00083,55857.53,11479.72,12,2023-05-12,2025-09-25,East,Corporate,True,867,Mid,93,False
CUST-00084,3639.1200000000003,320.40999999999997,3,2023-05-12,2025-06-27,South,Consumer,True,777,Low,183,True
CUST-00085,55196.0,14761.060000000001,20,2024-01-31,2025-10-05,Central,Consumer,True,613,Mid,83,False
CUST-00086,15418.09,4502.54,3,2024-08-17,2025-05-03,Central,Consumer,True,259,Low,238,True
CUST-00087,39887.9,7761.1,12,2024-07-24,2025-10-15,East,Consumer,True,448,Mid,73,False
CUST-00088,17089.760000000002,3464.4100000000003,5,2023-06-20,2025-08-25,West,Consumer,True,797,Low,124,False
CUST-00089,49917.3,11577.52,14,2023-03-01,2025-07-01,South,Corporate,True,853,Mid,179,False
CUST-00090,35714.58,1746.94,11,2023-10-05,2025-12-13,South,Corporate,True,800,Mid,14,False
CUST-00091,28423.6,4893.74,9,2023-09-07,2025-10-17,West,Corporate,True,771,Low,71,False
CUST-00092,32393.86,5705.09,18,2023-02-27,2025-11-06,South,Corporate,True,983,Mid,51,False
CUST-00093,21169.38,4801.84,10,2023-09-12,2025-11-24,South,Corporate,True,804,Low,33,False
CUST-00094,1577.28,247.38,4,2024-03-09,2025-11-16,West,Consumer,True,617,Low,41,False
CUST-00095,59122.6,12813.75,20,2023-07-02,2025-11-04,South,Corporate,True,856,Mid,53,False
CUST-00096,27930.410000000003,7459.05,8,2023-11-22,2025-11-02,West,Consumer,True,711,Low,55,False
CUST-00097,3407.3500000000004,847.8,2,2025-02-14,2025-03-01,East,Consumer,True,15,Low,301,True
CUST-00098,16386.89,4729.9,10,2023-04-22,2025-09-20,Central,Corporate,True,882,Low,98,False
CUST-00099,19896.49,6097.54,6,2024-02-12,2025-07-11,Central,Consumer,True,515,Low,169,False
CUST-00100,21827.61,4450.39,8,2023-09-21,2025-09-04,East,Consumer,True,714,Low,114,False
CUST-00101,12874.74,4545.24,3,2024-11-03,2024-12-31,South,Corporate,True,58,Low,361,True
CUST-00102,27199.9,6939.68,5,2024-04-25,2025-08-27,East,Home Office,True,489,Low,122,False
CUST-00103,86199.97,21166.81,23,2023-12-12,2025-09-26,South,Home Office,True,654,High,92,False
CUST-00104,154728.95,32022.739999999998,48,2023-03-29,2025-10-30,East,Consumer,True,946,High,58,False
CUST-00105,53937.43,9500.9,14,2023-10-02,2025-09-19,South,Consumer,True,718,Mid,99,False
CUST-00106,41076.1,14003.579999999998,7,2023-09-27,2024-12-18,South,Corporate,True,448,Mid,374,True
CUST-00107,47075.259999999995,11361.16,15,2023-03-14,2025-10-02,South,Consumer,True,933,Mid,86,False
CUST-00108,145540.21,32931.655,42,2023-06-01,2025-11-05,Central,Corporate,True,888,High,52,False
CUST-00109,29851.7,9213.21,7,2023-08-16,2025-07-18,West,Consumer,True,702,Low,162,False
CUST-00110,14047.95,3322.51,5,2023-06-04,2025-08-29,Central,Consumer,True,817,Low,120,False
CUST-00111,45292.85,12114.58,12,2024-01-06,2025-05-26,West,Consumer,True,506,Mid,215,True
CUST-00112,21866.72,4888.37,8,2023-12-16,2025-07-27,South,Corporate,True,589,Low,153,False
CUST-00113,22454.58,4025.8199999999997,7,2023-04-01,2025-05-31,Central,Consumer,True,791,Low,210,True
CUST-00114,44368.729999999996,11286.315,12,2024-04-24,2025-09-28,West,Consumer,True,522,Mid,90,False
CUST-00115,10137.36,2531.81,4,2023-11-19,2025-07-18,Central,Consumer,True,607,Low,162,False
CUST-00116,73617.82,22721.83,19,2023-05-10,2025-10-18,Central,Consumer,True,892,High,70,False
CUST-00117,13701.58,1938.4600000000003,4,2024-05-15,2025-09-27,East,Consumer,True,500,Low,91,False
CUST-00118,19554.829999999998,3920.88,5,2023-05-27,2025-08-29,East,Corporate,True,825,Low,120,False
CUST-00119,13904.7,827.3799999999999,5,2025-02-20,2025-10-12,East,Consumer,True,234,Low,76,False
CUST-00120,24023.190000000002,3711.51,10,2023-08-08,2025-10-28,East,Corporate,True,812,Low,60,False
CUST-00121,28807.12,8749.26,11,2023-07-15,2025-09-11,West,Home Office,True,789,Low,107,False
CUST-00122,18399.64,3988.8199999999997,3,2024-09-17,2025-07-27,Central,Consumer,True,313,Low,153,False
CUST-00123,2645.7799999999997,876.03,3,2023-04-13,2024-12-17,Central,Consumer,True,614,Low,375,True
CUST-00124,11024.15,3281.9100000000003,5,2023-11-30,2025-08-28,West,Corporate,True,637,Low,121,False
CUST-00125,27888.71,6214.929999999999,8,2023-11-12,2025-11-19,South,Consumer,True,738,Low,38,False
CUST-00126,29957.64,9920.63,9,2024-03-29,2025-10-10,Central,Consumer,True,560,Low,78,False
CUST-00127,6848.8,1857.12,3,2024-03-22,2025-04-07,East,Home Office,True,381,Low,264,True
CUST-00128,4649.880000000001,915.36,3,2024-08-30,2025-12-09,South,Home Office,True,466,Low,18,False
CUST-00129,768.79,91.34,2,2023-12-09,2023-12-16,Central,Corporate,True,7,Low,742,True
CUST-00130,8721.73,1903.84,4,2024-07-27,2025-06-21,Central,Consumer,True,329,Low,189,True
CUST-00131,569.7,157.07,1,2025-04-27,2025-04-27,Central,Corporate,False,0,Low,244,True
CUST-00132,42946.86,8931.86,23,2023-11-13,2025-11-12,Central,Corporate,True,730,Mid,45,False
CUST-00133,194814.64,51485.56,53,2023-03-07,2025-11-23,East,Consumer,True,992,High,34,False
CUST-00134,74664.79,20859.98,22,2023-06-19,2025-11-08,Central,Corporate,True,873,High,49,False
CUST-00135,56005.25,17887.95,14,2024-04-08,2025-10-01,South,Consumer,True,541,Mid,87,False
CUST-00136,17883.3,2660.7,8,2024-05-04,2025-12-01,West,Consumer,True,576,Low,26,False
CUST-00137,11196.829999999998,3062.35,5,2023-12-29,2025-06-26,Central,Consumer,True,545,Low,184,True
CUST-00138,49932.659999999996,11278.15,19,2023-11-12,2025-09-08,East,Consumer,True,666,Mid,110,False
CUST-00139,43956.89,8420.28,8,2023-10-28,2025-04-10,West,Consumer,True,530,Mid,261,True
CUST-00140,88356.88,19913.640000000003,20,2023-03-15,2025-11-10,West,Corporate,True,971,High,47,False
CUST-00141,31554.2,5126.15,18,2023-10-22,2025-08-21,South,Home Office,True,669,Mid,128,False
CUST-00142,50093.36,11675.62,12,2023-08-07,2025-05-21,East,Corporate,True,653,Mid,220,True
CUST-00143,81121.83,18399.04,19,2023-07-03,2025-10-15,West,Corporate,True,835,High,73,False
CUST-00144,79188.87,17682.559999999998,25,2023-03-12,2025-09-25,West,Home Office,True,928,High,93,False
CUST-00145,21517.03,6912.030000000001,10,2023-11-02,2025-11-09,South,Consumer,True,738,Low,48,False
CUST-00146,99469.48,24577.95,25,2023-10-07,2025-12-12,South,Consumer,True,797,High,15,False
CUST-00147,23723.9,8041.98,4,2023-12-03,2025-09-11,East,Consumer,True,648,Low,107,False
CUST-00148,176325.05,34950.485,47,2023-04-30,2025-11-15,East,Consumer,True,930,High,42,False
CUST-00149,45474.84,14737.68,13,2023-09-24,2025-12-02,South,Corporate,True,800,Mid,25,False
CUST-00150,8195.53,2001.1299999999999,5,2023-11-20,2025-07-06,East,Consumer,True,594,Low,174,False
CUST-00151,44342.72,13732.09,11,2023-09-14,2025-04-19,South,Consumer,True,583,Mid,252,True
CUST-00152,15526.710000000001,4289.14,4,2023-05-02,2025-07-21,West,Consumer,True,811,Low,159,False
CUST-00153,16096.119999999999,2825.57,10,2023-03-15,2025-11-27,South,Consumer,True,988,Low,30,False
CUST-00154,77521.08,23625.239999999998,16,2024-01-06,2025-11-02,West,Home Office,True,666,High,55,False
CUST-00155,48944.12,8740.32,15,2023-02-20,2025-09-21,West,Consumer,True,944,Mid,97,False
CUST-00156,82627.18,16402.02,19,2023-07-17,2025-11-04,Central,Consumer,True,841,High,53,False
CUST-00157,28213.32,4995.71,5,2023-09-07,2025-01-15,East,Consumer,True,496,Low,346,True
CUST-00158,29330.969999999998,5003.73,7,2023-12-26,2025-07-09,Central,Consumer,True,561,Low,171,False
CUST-00159,42238.63,7053.46,9,2024-01-27,2025-05-18,Central,Corporate,True,477,Mid,223,True
CUST-00160,14941.42,2096.63,4,2023-10-13,2025-02-06,South,Consumer,True,482,Low,324,True
CUST-00161,20175.12,2286.185,8,2024-06-14,2025-11-27,South,Consumer,True,531,Low,30,False
CUST-00162,14625.01,3612.38,10,2023-08-25,2025-12-07,Central,Consumer,True,835,Low,20,False
CUST-00163,53425.98,12797.42,12,2024-03-20,2025-11-18,West,Corporate,True,608,Mid,39,False
CUST-00164,25666.97,6523.33,11,2024-04-09,2025-07-24,West,Corporate,True,471,Low,156,False
CUST-00165,63089.799999999996,18027.14,17,2023-05-24,2025-08-12,West,Corporate,True,811,High,137,False
CUST-00166,13999.539999999999,1868.3500000000001,5,2023-06-16,2025-07-24,South,Corporate,True,769,Low,156,False
CUST-00167,92900.7,23960.73,28,2023-08-14,2025-09-17,West,Corporate,True,765,High,101,False
CUST-00168,55129.729999999996,14206.0,13,2023-08-04,2025-09-21,East,Consumer,True,779,Mid,97,False
CUST-00169,1334.1599999999999,392.03999999999996,2,2024-02-14,2024-11-15,West,Consumer,True,275,Low,407,True
CUST-00170,54524.34,13466.105,10,2024-04-28,2025-08-30,East,Consumer,True,489,Mid,119,False
CUST-00171,27656.260000000002,6867.13,7,2024-03-22,2025-07-03,East,Consumer,True,468,Low,177,False
CUST-00172,19665.579999999998,5754.03,4,2023-11-24,2025-06-17,East,Corporate,True,571,Low,193,True
CUST-00173,27317.43,5903.98,9,2023-10-14,2025-12-07,South,Consumer,True,785,Low,20,False
CUST-00174,5093.3099999999995,1091.26,4,2023-12-28,2025-10-12,Central,Corporate,True,654,Low,76,False
CUST-00175,6202.59,776.58,8,2023-11-29,2025-11-01,Central,Home Office,True,703,Low,56,False
CUST-00176,32577.570000000003,11419.01,6,2024-04-19,2025-03-25,West,Consumer,True,340,Mid,277,True
CUST-00177,41981.15,8873.24,10,2023-10-30,2025-08-13,Central,Home Office,True,653,Mid,136,False
CUST-00178,56050.520000000004,13279.45,20,2023-03-23,2025-11-24,East,Corporate,True,977,Mid,33,False
CUST-00179,8067.9400000000005,2827.44,4,2023-11-18,2025-11-08,South,Home Office,True,721,Low,49,False
CUST-00180,146099.66,36762.1,41,2023-02-04,2025-11-08,Central,Consumer,True,1008,High,49,False
CUST-00181,24117.59,6453.16,14,2023-04-09,2025-09-25,South,Consumer,True,900,Low,93,False
CUST-00182,116642.8,29130.75,41,2023-07-21,2025-10-29,East,Consumer,True,831,High,59,False
CUST-00183,107627.26999999999,26752.809999999998,32,2023-08-15,2025-11-27,West,Consumer,True,835,High,30,False
CUST-00184,2897.1,450.03,5,2023-11-16,2025-04-20,Central,Consumer,True,521,Low,251,True
CUST-00185,36780.1,9733.14,12,2023-03-26,2025-03-17,West,Home Office,True,722,Mid,285,True
CUST-00186,29447.87,9286.099999999999,5,2024-06-24,2025-10-04,West,Corporate,True,467,Low,84,False
CUST-00187,89746.42,15449.19,20,2023-10-27,2025-11-18,East,Consumer,True,753,High,39,False
CUST-00188,28616.399999999998,7452.5,6,2024-07-06,2025-11-11,West,Consumer,True,493,Low,46,False
CUST-00189,8152.07,1369.3200000000002,5,2024-07-30,2025-03-23,East,Consumer,True,236,Low,279,True
CUST-00190,36765.51,7184.03,17,2023-11-20,2025-10-13,West,Consumer,True,693,Mid,75,False
CUST-00191,8732.77,3244.9700000000003,5,2023-11-15,2025-03-08,Central,Home Office,True,479,Low,294,True
CUST-00192,26906.34,8909.16,7,2023-04-16,2025-01-22,Central,Consumer,True,647,Low,339,True
CUST-00193,24327.7,7564.32,11,2023-03-15,2025-12-04,Central,Consumer,True,995,Low,23,False
CUST-00194,12214.48,1182.77,5,2024-10-21,2025-06-04,West,Corporate,True,226,Low,206,True
CUST-00195,41433.98,12518.39,11,2023-02-11,2025-09-26,South,Consumer,True,958,Mid,92,False
CUST-00196,116271.25,27258.84,23,2023-03-31,2025-10-01,East,Consumer,True,915,High,87,False
CUST-00197,16351.31,3205.7799999999997,5,2023-06-02,2025-06-16,West,Corporate,True,745,Low,194,True
CUST-00198,28391.3,5819.03,9,2023-10-11,2025-10-30,East,Corporate,True,750,Low,58,False
CUST-00199,20972.690000000002,4204.22,6,2023-12-04,2025-10-09,West,Home Office,True,675,Low,79,False
CUST-00200,35358.12,8684.869999999999,14,2023-08-14,2025-11-23,South,Corporate,True,832,Mid,34,False
CUST-00201,1402.96,251.19,3,2024-09-24,2025-10-14,West,Consumer,True,385,Low,74,False
CUST-00202,168555.95,42154.07,48,2023-06-28,2025-11-27,South,Corporate,True,883,High,30,False
CUST-00203,42744.19,6174.9800000000005,23,2023-04-28,2025-07-11,West,Home Office,True,805,Mid,169,False
CUST-00204,10334.7,-297.1000000000001,5,2023-10-21,2025-04-16,Central,Corporate,True,543,Low,255,True
CUST-00205,18336.87,-293.43499999999995,8,2023-09-03,2025-08-07,West,Home Office,True,704,Low,142,False
CUST-00206,45678.32,6784.610000000001,13,2023-05-27,2025-05-07,West,Corporate,True,711,Mid,234,True
CUST-00207,26263.71,6121.73,10,2023-11-04,2025-08-25,South,Home Office,True,660,Low,124,False
CUST-00208,15022.76,1453.4299999999998,6,2024-01-17,2025-06-10,South,Consumer,True,510,Low,200,True
CUST-00209,23300.48,6666.45,4,2024-04-27,2025-03-12,West,Corporate,True,319,Low,290,True
CUST-00210,16244.38,6660.74,2,2024-02-12,2025-03-30,South,Consumer,True,412,Low,272,True
CUST-00211,151875.46,34925.58,49,2023-04-07,2025-12-13,West,Corporate,True,981,High,14,False
CUST-00212,20774.440000000002,3593.16,7,2023-05-25,2025-02-05,Central,Corporate,True,622,Low,325,True
CUST-00213,67294.31,18320.685,24,2023-10-05,2025-12-11,South,Home Office,True,798,High,16,False
CUST-00214,7021.860000000001,1275.31,4,2023-08-04,2025-03-14,West,Home Office,True,588,Low,288,True
CUST-00215,123280.78,24650.82,26,2023-04-26,2025-11-10,Central,Consumer,True,929,High,47,False
CUST-00216,17975.02,4476.03,4,2023-07-06,2025-08-09,West,Corporate,True,765,Low,140,False
CUST-00217,43251.81,13961.869999999999,7,2024-02-24,2025-01-05,East,Corporate,True,316,Mid,356,True
CUST-00218,62651.73,10889.82,19,2023-11-11,2025-11-28,East,Consumer,True,748,High,29,False
CUST-00219,120276.62,25025.96,37,2023-02-03,2025-10-25,West,Consumer,True,995,High,63,False
CUST-00220,1528.44,212.7,1,2023-12-24,2023-12-24,South,Consumer,False,0,Low,734,True
CUST-00221,17211.43,4641.51,9,2023-06-01,2025-07-20,East,Corporate,True,780,Low,160,False
CUST-00222,55573.01,14102.87,16,2023-10-08,2025-09-25,West,Consumer,True,718,Mid,93,False
CUST-00223,69680.67,15668.38,13,2024-04-18,2025-11-20,Central,Home Office,True,581,High,37,False
CUST-00224,13290.050000000001,3716.3799999999997,5,2023-12-16,2025-04-11,East,Consumer,True,482,Low,260,True
CUST-00225,42418.22,9879.685,20,2023-02-06,2025-09-18,Central,Home Office,True,955,Mid,100,False
CUST-00226,12635.29,4652.28,4,2023-11-10,2025-05-06,West,Consumer,True,543,Low,235,True
CUST-00227,47723.479999999996,11809.4,16,2023-09-16,2025-08-08,South,Corporate,True,692,Mid,141,False
CUST-00228,33741.06,7541.71,8,2023-06-18,2025-12-14,Central,Consumer,True,910,Mid,13,False
CUST-00229,22742.15,6157.844999999999,7,2023-07-11,2025-09-23,Central,Corporate,True,805,Low,95,False
CUST-00230,51923.119999999995,9008.67,14,2023-12-11,2025-11-07,East,Corporate,True,697,Mid,50,False
CUST-00231,2162.0499999999997,756.4499999999999,1,2024-05-05,2024-05-05,West,Home Office,False,0,Low,601,True
CUST-00232,59512.08,18126.24,13,2023-02-25,2025-10-06,South,Corporate,True,954,Mid,82,False
CUST-00233,22637.29,6017.87,2,2024-11-08,2025-09-15,East,Consumer,True,311,Low,103,False
CUST-00234,126628.7,14341.970000000001,38,2023-04-18,2025-12-13,South,Consumer,True,970,High,14,False
CUST-00235,27773.41,6620.929999999999,10,2023-12-27,2025-09-24,West,Consumer,True,637,Low,94,False
CUST-00236,90823.43,23854.78,22,2023-03-02,2025-11-03,Central,Consumer,True,977,High,54,False
CUST-00237,14607.009999999998,5771.88,5,2024-11-15,2025-03-15,Central,Corporate,True,120,Low,287,True
CUST-00238,30151.08,8091.320000000001,7,2023-08-06,2025-07-25,West,Corporate,True,719,Mid,155,False
CUST-00239,40414.47,10677.42,10,2024-04-01,2025-05-13,West,Corporate,True,407,Mid,228,True
CUST-00240,17903.690000000002,4714.45,7,2023-08-03,2025-10-09,Central,Home Office,True,798,Low,79,False
CUST-00241,24195.050000000003,5762.38,6,2023-10-25,2025-07-21,East,Corporate,True,635,Low,159,False
CUST-00242,3148.98,679.1600000000001,5,2023-04-27,2025-12-03,Central,Corporate,True,951,Low,24,False
CUST-00243,22079.63,4083.0099999999998,10,2024-06-11,2025-05-30,East,Consumer,True,353,Low,211,True
CUST-00244,716.79,67.56,1,2024-06-03,2024-06-03,Central,Consumer,False,0,Low,572,True
CUST-00245,22046.660000000003,5461.98,6,2024-05-09,2025-05-12,Central,Corporate,True,368,Low,229,True
CUST-00246,22188.42,6731.5199999999995,8,2023-02-10,2025-09-04,East,Home Office,True,937,Low,114,False
CUST-00247,9266.69,1691.4299999999998,3,2025-04-03,2025-08-17,South,Consumer,True,136,Low,132,False
CUST-00248,71623.24,21080.75,18,2023-03-14,2025-11-05,West,Consumer,True,967,High,52,False
CUST-00249,12010.48,2931.62,5,2024-04-03,2025-10-07,South,Corporate,True,552,Low,81,False
CUST-00250,14083.67,3362.04,5,2023-05-21,2025-09-01,East,Consumer,True,834,Low,117,False
CUST-00251,40346.61,7547.77,11,2023-11-15,2025-06-07,East,Consumer,True,570,Mid,203,True
CUST-00252,44069.0,12861.83,16,2023-04-11,2025-11-30,West,Home Office,True,964,Mid,27,False
CUST-00253,21259.49,7314.639999999999,7,2023-06-17,2025-11-20,East,Corporate,True,887,Low,37,False
CUST-00254,7532.17,1687.38,10,2023-05-22,2025-10-29,West,Consumer,True,891,Low,59,False
CUST-00255,119023.5,29334.92,41,2023-04-19,2025-10-10,Central,Home Office,True,905,High,78,False
CUST-00256,10627.69,1850.63,8,2023-12-01,2025-10-19,East,Consumer,True,688,Low,69,False
CUST-00257,74589.31999999999,12643.62,24,2023-10-03,2025-11-10,Central,Home Office,True,769,High,47,False
CUST-00258,54805.12,15225.630000000001,13,2023-01-12,2025-03-10,East,Consumer,True,788,Mid,292,True
CUST-00259,8017.21,1759.65,3,2024-04-01,2024-12-26,East,Corporate,True,269,Low,366,True
CUST-00260,22175.13,1802.3599999999997,7,2024-08-30,2025-07-26,Central,Consumer,True,330,Low,154,False
CUST-00261,40686.6,10132.65,12,2024-01-03,2025-09-17,South,Consumer,True,623,Mid,101,False
CUST-00262,109392.36,25070.02,40,2023-07-14,2025-12-16,East,Home Office,True,886,High,11,False
